conference,url,title,authors,abstract,citations,research_areas
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1917/2270,Online Learning of Uneven Terrain for Humanoid Bipedal Walking,"Seung Joon Yi, Byoung Tak Zhang, Daniel Lee","We present a novel method to control a biped humanoid robot to walk on unknown inclined terrains, using an online learning algorithm to estimate in real-time the local terrain from proprioceptive and inertial sensors. Compliant controllers for the ankle joints are used to actively probe the surrounding surface, and the measured sensor data are combined to explicitly learn the global inclination and local disturbances of the terrain. These estimates are then used to adaptively modify the robot locomotion and control parameters. Results from both a physically-realistic computer simulation and experiments on a commercially available small humanoid robot show that our method can rapidly adapt to changing surface conditions to ensure stable walking on uneven surfaces.",27,"{'Machine Learning': 2, 'Intelligent System': 1, 'Humanoid Robotics': 1, 'Artificial Intelligence': 1, 'Cognitive Science': 1, 'machine learning': 1, 'robotics': 1, 'computational neuroscience': 1, 'statistical physics': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1587/2271,Error Aware Monocular Visual Odometry using Vertical Line Pairs for Small Robots in Urban Areas,"Ji Zhang, Dezhen Song","We report a new error-aware monocular visual odometry method that only uses vertical lines, such as vertical edges of buildings and poles in urban areas as landmarks. Since vertical lines are easy to extract, insensitive to lighting conditions/ shadows, and sensitive to robot movements on the ground plane, they are robust features if compared with regular point features or line features. We derive a recursive visual odometry method based on the vertical line pairs. We analyze how errors are propagated and introduced in the continuous odometry process by deriving the closed form representation of covariance matrix. We formulate the minimum variance ego-motion estimation problem and present a method that outputs weights for different vertical line pairs. The resulting visual odometry method is tested in physical experiments and compared with two existing methods that are based on point features and line features, respectively. The experiment results show that our method outperforms its two counterparts in robustness, accuracy, and speed. The relative errors of our method are less than 2% in experiments.",17,"{'Navigation': 1, 'Localization': 1, 'Mapping': 1, 'Planning': 1, 'Exploration': 1, 'Robot perception': 1, 'networked robots': 1, 'vision systems': 1, 'robot navigation': 1, 'automation': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1719/2272,Active Inference for Collective Classification,"Mustafa Bilgic, Lise Getoor","Labeling nodes in a network is an important problem that has seen a growing interest. A number of methods that exploit both local and relational information have been developed for this task. Acquiring the labels for a few nodes at inference time can greatly improve the accuracy, however the question of figuring out which node labels to acquire is challenging. Previous approaches have been based on simple structural properties. Here, we present a novel technique, which we refer to as reflect and correct,that can learn and predict when the underlying classification system is likely to make mistakes and it suggests acquisitions to correct those mistakes.",33,"{'Interactive Machine Learning': 1, 'Active Learning': 1, 'Interpretable Machine Learning': 1, 'Statistical Relational Learning': 1, 'Machine Learning': 1, 'Reasoning Under Uncertainty': 1, 'Graph & Network Analysis': 1, 'Information Integration': 1, 'Ethics & Responsible Data Scie': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1783/2274,Automatic Derivation of Finite-State Machines for Behavior Control,"Blai Bonet, Hector Palacios, Hector Geffner","Finite-state controllers represent an effective action selection mechanisms widely used in domains such as video-games and mobile robotics. In contrast to the policies obtained from MDPs and POMDPs, finite-state controllers have two advantages: they are often extremely compact, and they are general, applying to many problems and not just one. A limitation of finite-state controllers, on the other hand, is that they are written by hand. In this paper, we address this limitation, presenting a method for deriving controllers automatically from models. The models represent a class of contingent problems where actions are deterministic and some fluents are observable. The problem of deriving a controller is converted into a conformant problem that is solved using classical planners, taking advantage of a complete translation into classical planning introduced recently. The controllers derived are ‘general’ in the sense that they do not solve the original problem only, but many variations as well, including changes in the size of the problem or in the uncertainty of the initial situation and action effects. Several experiments illustrating the automatic derivation of controllers are presented.",25,"{'Artificial Intelligence': 2, 'Automated Planning': 3, 'Factored/Combinatorial domains': 1, 'NLP': 1, 'Sequential Decision Making': 1, 'Neurosymbolic methods': 1, 'Machine Learning': 1, 'Cognitive Science': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1881/2275,Ontological Reasoning with F-logic Lite and its Extensions,"Andrea Cali, Georg Gottlob, Michael Kifer, Thomas Lukasiewicz, Andreas Pieris","Answering queries posed over knowledge bases is a central problem in knowledge representation and database theory. In the database area, checking query containment is an important query optimization and schema integration technique. In knowledge representation it has been used for object classification, schema integration, service discovery, and more. In the presence of a knowledge base, the problem of query containment is strictly related to that of query answering; indeed, the two are reducible to each other; we focus on the latter, and our results immediately extend to the former.",7,"{'Databases': 2, 'logic': 1, 'knowledge representation': 1, 'semantic web.': 1, 'Algorithms in Artificial Intelligence and Information Systems': 1, 'Database Theory': 1, 'Complexity Theory': 1, 'Logic in Computer Science': 1, 'AI': 1, 'Knowledge representation': 1, 'logic programming': 1, 'databases': 1, 'Artificial Intelligence': 1, 'Machine Learning': 1, 'Information Systems': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1563/2276,Enhancing ASP by Functions: Decidable Classes and Implementation Techniques,"Francesco Calimeri, Susanna Cozza, Giovambattista Ianni, Nicola Leone","This paper summarizes our line of research about the introduction of function symbols (functions) in Answer Set Programming (ASP) – a powerful language for knowledge representation and reasoning. The undecidability of reasoning on ASP with functions, implied that functions were subject to severe restrictions or disallowed at all, drastically limiting ASP applicability. We overcame most of the technical difficulties preventing this introduction, and we singled out a highly expressive class of programs with functions (FG-programs), allowing the (possibly recursive) use of function terms in the full ASP language with disjunction and negation. Reasoning on FG-programs is decidable, and they can express any computable function (causing membership in this class to be semi-decidable). We singled out also FD-programs, a subset of FG-programs which are effectively recognizable, while keeping the computability of reasoning. We implemented all results into the DLV system, thus obtaining an ASP system allowing to encode any computable function in a rich and fully declarative KRR language, ensuring termination on every FG program. Finally, we singled out the class of DFRP programs, where decidability of reasoning is guaranteed and Prolog-like functions are allowed.",19,"{'Artificial Intelligence': 3, 'Knowledge Representation and Reasoning': 2, 'Logic Programming': 1, 'Answer Set Programming': 2, 'Nonmonotonic Reasoni': 1, 'Knowledge Representation': 1, 'Semantic Web': 1, 'Computer Security': 1, 'Databases': 1, 'Computational Complexity.': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1837/2277,Constraint Programming for Data Mining and Machine Learning,"Luc De Raedt, Tias Guns, Siegfried Nijssen","Machine learning and data mining have become aware that using constraints when learning patterns and rules can be very useful. To this end, a large number of special purpose systems and techniques have been developed for solving such constraint-based mining and learning problems. These techniques have, so far, been developed independently of the general purpose tools and principles of constraint programming known within the field of artificial intelligence. This paper shows that off-the-shelf constraint programming techniques can be applied to various pattern mining and rule learning problems (cf. also (De Raedt, Guns, and Nijssen 2008; Nijssen, Guns, and De Raedt 2009)). This does not only lead to methodologies that are more general and flexible, but also provides new insights into the underlying mining problems that allow us to improve the state-of-the-art in data mining. Such a combination of constraint programming and data mining raises a number of interesting new questions and challenges.",85,"{'artificial intelligence': 2, 'machine learning': 2, 'computational logic': 1, 'statistical relational learning': 1, 'probabilistic programming': 1, 'Data mining': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1868/2279,Computationally Feasible Automated Mechanism Design: General Approach and Case Studies,"Mingyu Guo, Vincent Conitzer","In many multiagent settings, a decision must be made based on the preferences of multiple agents, and agents may lie about their preferences if this is to their benefit. In mechanism design, the goal is to design procedures (mechanisms) for making the decision that work in spite of such strategic behavior, usually by making untruthful behavior suboptimal. In automated mechanism design, the idea is to computationally search through the space of feasible mechanisms, rather than to design them analytically by hand. Unfortunately, the most straightforward approach to automated mechanism design does not scale to large instances, because it requires searching over a very large space of possible functions. In this paper, we describe an approach to automated mechanism design that is computationally feasible. Instead of optimizing over all feasible mechanisms, we carefully choose a parameterized subfamily of mechanisms. Then we optimize over mechanisms within this family, and analyze whether and to what extent the resulting mechanism is suboptimal outside the subfamily. We demonstrate the usefulness of our approach with two case studies.",49,"{'Algorithmic Game Theory': 1, 'computer science': 1, 'economics': 1, 'artificial intelligence': 1, 'game theory': 1, 'social choice and mechanism design': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1936/2280,Local Search in Histogram Construction,"Felix Halim, Panagiotis Karras, Roland H. C. Yap","The problem of dividing a sequence of values into segments occurs in database systems, information retrieval, and knowledge management. The challenge is to select a finite number of boundaries for the segments so as to optimize an objective error function defined over those segments. Although this optimization problem can be solved in polynomial time, the algorithm which achieves the minimum error does not scale well, hence it is not practical for applications with massive data sets. There is considerable research with numerous approximation and heuristic algorithms. Still, none of those approaches has resolved the quality-efficiency tradeoff in a satisfactory manner. In (Halim, Karras, and Yap 2009), we obtain near linear time algorithms which achieve both the desired scalability and near-optimal quality, thus dominating earlier approaches. In this paper, we show how two ideas from artificial intelligence, an efficient local search and recombination of multiple solutions reminiscent of genetic algorithms, are combined in a novel way to obtain state of the art histogram construction algorithms.",3,"{'Algorithms': 1, 'Distributed Systems': 1, 'Web Technology': 1, 'Data Management': 1, 'Data Mining': 1, 'Privacy': 1, 'Artificial Intelligence': 2, 'Constraint Programming': 1, 'Systems': 1, 'Security': 1, 'Social Networks': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1688/2281,Panlingual Lexical Translation via Probabilistic Inference,"' Mausam, Stephen Soderland, Oren Etzioni","The bare minimum lexical resource required to translate between a pair of languages is a translation dictionary. Unfortunately, dictionaries exist only between a tiny fraction of the 49 million possible language-pairs making machine translation virtually impossible between most of the languages. This paper summarizes the last four years of our research motivated by the vision of panlingual communication. Our research comprises three key steps. First, we compile over 630 freely available dictionaries over the Web and convert this data into a single representation – the translation graph. Second, we build several inference algorithms that infer translations between word pairs even when no dictionary lists them as translations. Finally, we run our inference procedure offline to construct PANDICTIONARY– a sense-distinguished, massively multilingual dictionary that has translations in more than 1000 languages. Our experiments assess the quality of this dictionary and find that we have 4 times as many translations at a high precision of 0.9 compared to the English Wiktionary, which is the lexical resource closest to PANDICTIONARY.",41,"{'AI': 1, 'Machine Reading': 1, 'search.': 1, 'Artificial Intelligence': 1, 'Human AI Interaction': 1, 'Crowdsourcing': 1, 'Information Extraction': 1, 'Planning': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1910/2282,Evolving Compiler Heuristics to Manage Communication and Contention,"Matthew E. Taylor, Katherine E. Coons, Behnam Robatmili, Bertrand A. Maher, Doug Burger, Kathryn S. McKinley","As computer architectures become increasingly complex, hand-tuning compiler heuristics becomes increasingly tedious and time consuming for compiler developers. This paper presents a case study that uses a genetic algorithm to learn a compiler policy. The target policy implicitly balances communication and contention among processing elements of the TRIPS processor, a physically realized prototype chip. We learn specialized policies for individual programs as well as general policies that work well across all programs. We also employ a two-stage method that first classifies the code being compiled based on salient characteristics, and then chooses a specialized policy based on that classification.
This work is particularly interesting for the AI community because it 1) emphasizes the need for increased collaboration between AI researchers and researchers from other branches of computer science and 2) discusses a machine learning setup where training on the custom hardware requires weeks of training, rather than the more typical minutes or hours.",3,"{'artificial intelligence': 1, 'intelligent agents': 1, 'multi-agent systems': 1, 'reinforcement learning': 1, 'robotics': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1895/2284,Comparing Position Auctions Computationally,"David Robert Martin Thompson, Kevin Leyton-Brown",Modern techniques for representing games and computing their Nash equilibria are approaching the point where they can be used to analyze market games. We demonstrate this by showing how the equilibria of different position auction mechanisms can be tractably identified using these techniques. These results enable detailed and quantitative comparisons of the different auction mechanisms — in terms of both efficiency and revenue — under different preference models and equilibrium selection criteria.,0,"{'artificial intelligence': 1, 'machine learning': 1, 'game theory': 1, 'algorithms': 1, 'market design': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1914/2286,Intelligently Aiding Human-Guided Correction of Speech Recognition,"Keith Vertanen, Per Ola Kristensson","Correcting recognition errors is often necessary in a speech interface. These errors not only reduce users' overall entry rate, but can also lead to frustration. While making fewer recognition errors is undoubtedly helpful, facilities for supporting user-guided correction are also critical. We explore how to better support user corrections using Parakeet — a continuous speech recognition system for mobile touch-screen devices. Parakeet's interface is designed for easy error correction on a handheld device. Users correct errors by selecting alternative words from a word confusion network and by typing on a predictive software keyboard. Our interface design was guided by computational experiments and used a variety of information sources to aid the correction process. In user studies, participants were able to write text effectively despite sometimes high initial recognition error rates. Using Parakeet as an example, we discuss principles we found were important for building an effective speech correction interface.",14,"{'Human-Computer Interaction': 2, 'Accessible Computing': 1, 'Speech and Language Processing': 2, 'Mobile Computing': 1, 'Crowdsourcing': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1755/2285,Biologically-Inspired Control for Multi-Agent Self-Adaptive Tasks,"Chih-Han Yu, Radhika Nagpal","Decentralized agent groups typically require complex mechanisms to accomplish coordinated tasks. In contrast, biological systems can achieve intelligent group behaviors with each agent performing simple sensing and actions. We summarize our recent papers on a biologically-inspired control framework for multi-agent tasks that is based on a simple and iterative control law. We theoretically analyze important aspects of this decentralized approach, such as the convergence and scalability, and further demonstrate how this approach applies to real-world applications with a diverse set of multi-agent applications. These results provide a deeper understanding of the contrast between centralized and decentralized algorithms in multi-agent tasks and autonomous robot control.",20,"{'Artificial Intelligence': 1, 'Robotics': 1, 'Bio-inspired Computing': 1, 'Systems Biology': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1752/2288,The Model-Based Approach to Autonomous Behavior: A Personal View,Hector Geffner,"The selection of the action to do next is one of the central problems faced by autonomous agents. In AI, three approaches have been used to address this problem: the programming-based approach, where the agent controller is given by the programmer, the learning-based approach, where the controller is induced from experience via a learning algorithm, and the model-based approach, where the controller is derived from a model of the problem. Planning in AI is best conceived as the model-based approach to action selection. The models represent the initial situation, actions, sensors, and goals. The main challenge in planning is computational, as all the models, whether accommodating feedback and uncertainty or not, are intractable in the worst case. In this article, I review some of the models considered in current planning research, the progress achieved in solving these models, and some of the open problems.",21,"{'Artificial Intelligence': 1, 'Automated Planning': 1, 'Machine Learning': 1, 'Cognitive Science': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1606/2290,Progress on Agent Coordination with Cooperative Auctions,"Sven Koenig, Pinar Keskinocak, Craig Tovey","Auctions are promising decentralized methods for teams of agents to allocate and re-allocate tasks among themselves in dynamic, partially known and time-constrained domains with positive or negative synergies among tasks. Auction-based coordination systems are easy to understand, simple to implement and broadly applicable. They promise to be efficient both in communication (since agents communicate only essential summary information) and in computation (since agents compute their bids in parallel). Artificial intelligence research has explored auction-based coordination systems since the early work on contract networks, mostly from an experimental perspective. This overview paper describes our recent progress towards creating a framework for the design and analysis of cooperative auctions for agent coordination.",124,"{'Heuristic Search': 1, 'Automated Planning': 1, 'Autonomous Systems': 1, 'Intelligent Agents': 1, 'Artificial Intelligence': 1, 'supply chain management': 1, 'healthcare operations': 1, 'humanitarian operations': 1, 'Algorithms': 1, 'Computational Social Choice': 1, 'Optimization': 1, 'Biology': 1, 'Voting': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1753/2292,Representation Discovery in Sequential Decision Making,Sridhar Mahadevan,"Automatically constructing novel representations of tasks from analysis of state spaces is a longstanding fundamental challenge in AI. I review recent progress on this problem for sequential decision making tasks modeled as Markov decision processes. Specifically, I discuss three classes of representation discovery problems: finding functional, state, and temporal abstractions. I describe solution techniques varying along several dimensions: diagonalization or dilation methods using approximate or exact transition models; reward-specific vs reward-invariant methods; global vs. local representation construction methods; multiscale vs. flat discovery methods; and finally, orthogonal vs. redundant representa- tion discovery methods. I conclude by describing a number of open problems for future work.",11,"{'Artificial intelligence': 1, 'machine learning': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1677/2293,A Distributed Method for Evaluating Properties of a Robot Formation,"Brent Beer, Ross Alan Mead, Jerry Blake Weinberg","As a robot formation increases in size or explores places where it is difficult for a human operator to interact, autonomous control becomes critical. We propose a distributed autonomous method for evaluating properties of multi-robot systems, and then discuss how this information can be applied to improve performance with respect to a given operation. We present this as an extension of our previous work on robot formations; however, the techniques described could be adapted to other multi-robot systems.",7,"{'Human-Robot Interaction': 1, 'Social Robotics': 1, 'Multi-Robot Coordination': 1, 'Robotics': 1, 'Artificial Intelligence': 1, 'HCI': 1, 'HRI': 1, 'STEM education': 1, 'Computer Science education': 1, 'robotics': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1667/2294,Towards Multiagent Meta-level Control,"Shanjun Cheng, Anita Raja, Victor Lesser","Embedded systems consisting of collaborating agents capable of interacting with their environment are becoming ubiquitous. It is crucial for these systems to be able to adapt to the dynamic and uncertain characteristics of an open environment. In this paper, we argue that multiagent meta-level control (MMLC) is an effective way to determine when this adaptation process should be done and how much effort should be invested in adaptation as opposed to continuing with the current action plan. We describe a reinforcement learning based approach to learn decentralized meta-control policies offline. We then propose to use the learned reward model as input to a global optimization algorithm to avoid conflicting meta-level decisions between coordinating agents. Our initial experiments in the context of NetRads, a multiagent tornado tracking application show that MMLC significantly improves performance in a 3-agent network.",2,"{'Artificial Intelligence': 1, 'Multiagent Systems': 1, 'Metalevel Control': 1, 'Complex Networks': 1, 'Machine Learning': 1, 'Multi-Agent Systems': 1, 'AI': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1655/2296,Finding Semantic Inconsistencies in UMLS using Answer Set Programming,"Halit Erdogan, Olivier Bodenreider, Esra Erdem","We introduce a new method to find semantic inconsistencies (i.e., concepts with erroneous synonymity) in the Unified Medical Language System (UMLS). The idea is to identify the inconsistencies by comparing the semantic groups of hierarchically-related concepts using Answer Set Programming. With this method, we identified several inconsistent concepts in UMLS and discovered an interesting semantic pattern along hierarchies, which seems associated with wrong synonymy.",9,"{'Artificial Intelligence': 2, 'Knowledge Representation and Reasoning': 2, 'Machine Learning': 1, 'Search': 1, 'biomedical ontology': 1, 'bioNLP': 1, 'Cognitive Robotics': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1637/2298,Combining Human Reasoning and Machine Computation: Towards a Memetic Network Solution to Satisfiability,"Daniel S. Farenzena, Luis C. Lamb, Ricardo M. Araújo","We propose a framework where humans and computers can collaborate seamlessly to solve problems. We do so by developing and applying a network model, namely Memenets, where human knowledge and reasoning are combined with machine computation to achieve problem-solving. The development of a Memenet is done in three steps: first, we simulate a machine-only network, as previous results have shown that memenets are efficient problem-solvers. Then, we perform an experiment with human agents organized in a online network. This allows us to investigate human behavior while solving problems in a social network and to postulate principles of agent communication in Memenets. These postulates describe an initial theory of how human-computer interaction functions inside social networks. In the third stage, postulates of step two allow one to combine human and machine computation to propose an integrated Memenet-based problem-solving computing model.",3,"{'Artificial Intelligence': 2, 'Social Networks': 1, 'Evolutionary Algorithms': 1, 'Neurosymbolic AI': 1, 'Ethics in AI': 1, 'Applied Logic': 1, 'Innovation': 1, 'Digital Transformation': 1, 'Machine Learning': 1, 'Data Science': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1593/2299,Interactive Categorization of Containers and Non-Containers by Unifying Categorizations Derived from Multiple Exploratory Behaviors,"Shane Griffith, Alexander Stoytchev","The ability to form object categories is an important milestone in human infant development. We propose a framework that allows a robot to form a unified object categorization from several interactions with objects. This framework is consistent with the principle that robot learning should be ultimately grounded in the robot's perceptual and behavioral repertoire. This paper builds upon our previous work by adding more exploratory behaviors (now 6 instead of 1) and by employing consensus clustering for finding a single, unified object categorization. The framework was tested on a container/non-container categorization task with 20 objects.",5,"{'Learning': 1, 'Vision': 1, 'Perception': 1, 'Interaction': 1, 'Cognition': 1, 'Artifical Intelligence': 1, 'Machine Learning': 1, 'Developmental Robotics': 1, 'Signal Processing': 1, 'Computational Perception': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1668/2301,A Trust Model for Supply Chain Management,"Yasaman Haghpanah, Marie desJardins","Many real-world applications, such as Supply Chain Management (SCM), can be modeled using multi-agent systems. One shortcoming of current SCM models is that their trust models are ad hoc and do not have a strong theoretical basis. We propose a trust model for SCM that is grounded in probabilistic game theory. In this model, trust can be gained through direct interactions, and/or by asking for information from other trustworthy agents. We will use this model to simulate and study supply chain market behavior.",7,{}
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1645/2303,Intelligent Time-Aware Query Translation for Text Sources,"Amal Chaminda Kaluarachchi, Aparna Warde, Jing Peng, Anna Feldman","This paper describes a system called SITAC based on our proposed approach to discover concepts (called SITACs) in text archives that are identical semantically but alter their names over time. Our approach integrates natural language processing, association rule mining and contextual similarity to discover SITACs in order to answer historical queries over text corpora.",4,"{'Artificial Intelligence': 1, 'Data Mining': 1, 'Multidisciplinary Research': 1, 'Environmental Computing': 1, 'Commonsense Knowledge': 1, 'Machine learning': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1662/2305,Temporal Planning for Interacting Durative Actions with Continuous Effects,"Serdar Kecici, Sanem Sariel Talay","We consider planning domains with both discrete and continuous changes. Continuous change occurs especially when agents share time-dependent critical resources. In these cases, besides discrete and continuous changes, their interactions should also be taken into consideration. However concurrency of durative actions with interacting continuous effects cannot be exploited by existing temporal planners. To overcome this problem, we propose an action lifting approach and we analyze path sharing problem to illustrate interaction of continuous linear effects in the planning domain.",0,{}
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1636/2306,Control Model Learning for Whole-Body Mobile Manipulation,Scott Kuindersma,"The ability to discover the effects of actions and apply this knowledge during goal-oriented action selection is a fundamental requirement of embodied intelligent agents. In our ongoing work, we hope to demonstrate the utility of learned control models for whole-body mobile manipulation. In this short paper we discuss preliminary work on learning a forward model of the dynamics of a balancing robot exploring simple arm movements. This model is then used to construct whole-body control strategies for regulating state variables using arm motion.",2,"{'Robotics': 1, 'Control': 1, 'Optimization': 1, 'Machine Learning': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1656/2308,Towards Interesting Patterns of Hard CSPs with Functional Constraints,Chendong Li,"The hardness of finite domain Constraint Satisfaction Problems (CSPs) is an important research topic in Constraint Programming (CP) community. In this paper, we study the association rule mining techniques together with rule deduction and propose a cascaded approach to extract interesting patterns of hard CSPs with functional constraints. Specifically, we generate random CSPs, collect controlling parameters and hardness characteristics by solving all the CSP instances. Afterwards, we apply association rule mining with rule deduction on the collected data set and further extract interesting patterns of the hardness of the randomly generated CSPs. As far as we know, this problem is investigated with data mining techniques for the first time.",0,{}
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1658/2310,Integrating Transfer Learning in Synthetic Student,"Nan Li, William Cohen, Ken Koedinger","Building an intelligent agent, which simulates human-level learning appropriate for learning math, science, or a second language, could potentially benefit both education in understanding human learning, and artificial intelligence in creating human-level intelligence. Recently, we have proposed an efficient approach to acquiring procedural knowledge using transfer learning. However, it operated as a separate module. In this paper, we describe how to integrate this module into a machine-learning agent, SimStudent, that learns procedural knowledge from examples and through problem solving. We illustrate this method in the domain of algebra, after which we consider directions for future research in this area.",0,"{'machine learning': 1, 'information integration': 1, 'information extraction': 1, 'intelligent tutoring': 1, 'natural language processing': 1, 'Educational Data Mining': 1, 'Artificial Intelligence in Education': 1, 'Learning Sciences': 1, 'Human-Computer Interaction': 1, 'Cognitive Science': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1562/2311,Learning from Concept Drifting Data Streams with Unlabeled Data,"Peipei Li, Xindong Wu, Xuegang Hu","Contrary to the previous beliefs that all arrived streaming data are labeled and the class labels are immediately availa- ble, we propose a Semi-supervised classification algorithm for data streams with concept drifts and UNlabeled data, called SUN. SUN is based on an evolved decision tree. In terms of deviation between history concept clusters and new ones generated by a developed clustering algorithm of k-Modes, concept drifts are distinguished from noise at leaves. Extensive studies on both synthetic and real data demonstrate that SUN performs well compared to several known online algorithms on unlabeled data. A conclusion is hence drawn that a feasible reference framework is provided for tackling concept drifting data streams with unlabeled data.",101,"{'Data Mining': 1, 'Big Data Analytics': 1, 'Knowledge Engineering': 1, 'Knowledge Graph': 1, 'Expert Systems': 1, 'data stream mining': 1, 'Muliti-label stream learning': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1612/2313,A Phrase-Based Method for Hierarchical Clustering of Web Snippets,"Zhao Li, Xindong Wu","Document clustering has been applied in web information retrieval, which facilitates users’ quick browsing by organizing retrieved results into different groups. Meanwhile, a tree-like hierarchical structure is wellsuited for organizing the retrieved results in favor of web users. In this regard, we introduce a new method for hierarchical clustering of web snippets by exploiting a phrase-based document index. In our method, a hierarchy of web snippets is built based on phrases instead of all snippets, and the snippets are then assigned to the corresponding clusters consisting of phrases. We show that, as opposed to the traditional hierarchical clustering, our method not only presents meaningful cluster labels but also improves clustering performance.",7,"{'data mining': 1, 'machine learning': 1, 'Data Mining': 1, 'Big Data Analytics': 1, 'Knowledge Engineering': 1, 'Knowledge Graph': 1, 'Expert Systems': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1673/2316,Distributed Auction-Based Initialization of Mobile Robot Formations,"Robert Louis Long, Ross Mead, Jerry B. Weinberg","The field of multi-robot coordination, specifically robot formation control, is rapidly expanding, with many applications proposed. In our previous work, we considered the problem of establishing and maintaining a formation of robots given an already connected network. We now propose a distributed auction-based method to autonomously initialize and reorganize the network structure of a formation of robots.",5,"{'Human-Robot Interaction': 1, 'Social Robotics': 1, 'Multi-Robot Coordination': 1, 'Robotics': 1, 'Artificial Intelligence': 1, 'HCI': 1, 'HRI': 1, 'STEM education': 1, 'Computer Science education': 1, 'robotics': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1663/2317,Materializing Inferred and Uncertain Knowledge in RDF Datasets,"James P. McGlothlin, Latifur Khan","There is a growing need for efficient and scalable semantic web queries that handle inference. There is also a growing interest in representing uncertainty in semantic web knowledge bases. In this paper, we present a bit vector schema specifically designed for RDF (Resource Description Framework) datasets. We propose a system for materializing and storing inferred knowledge using this schema. We show experimental results that demonstrate that our solution drastically improves the performance of inference queries. We also propose a solution for materializing uncertain information and probabilities using multiple bit vectors and thresholds.",2,"{'Data Streams': 1, 'Big Data Analytics': 1, 'Text Analytics': 1, 'Cyber Security': 1, 'Geo-graphic Data Processing': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1657/2318,Relational Reinforcement Learning in Infinite Mario,"Shiwali Mohan, John E. Laird","Relational representations in reinforcement learning allow for the use of structural information like the presence of objects and relationships between them in the description of value functions. Through this paper, we show that such representations allow for the inclusion of background knowledge that qualitatively describes a state and can be used to design agents that demonstrate learning behavior in domains with large state and actions spaces such as computer games.",12,"{'Complex Agents': 1, 'Collaborative Human-AI Systems': 1, 'Artificial Intelligence': 2, 'Cognitive Systems': 1, 'Cognitive Architectures': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1595/2319,Evolved Intrinsic Reward Functions for Reinforcement Learning,Scott Niekum,"Reward functions in reinforcement learning have largely been assumed given as part of the problem being solved by the agent. However, the psychological notion of intrinsic motivation has recently inspired inquiry into whether there exist alternate reward functions that enable an agent to learn a task more easily than the natural task-based reward function allows. This paper presents an efficient genetic programming algorithm to search for alternate reward functions that improve agent learning performance.",5,"{'Robotics': 1, 'Imitation Learning': 1, 'Reinforcement Learning': 1, 'Machine Learning': 1}"
